VisitorID;Proj_Group;Proj_Segment;Proj_Type;Visitor_Group;Visitor_Gender;Question_Age;Question_Budget;Question_HHIncome;Question_InstallmentMonthly;Question_MarriageStatus;Question_Nationality;Question_Occupation;Question_P_Income;Question_TimeToMoveIn;Target
26147;3;1;1;5;1;3;32;45223;32119;3;2;0;4;5;0
29180;3;1;1;5;0;5;3;60856;32119;1;2;1;6;5;0
16305;3;2;1;5;0;3;28;24089;32119;1;2;4;0;5;0
111345;1;3;0;2;1;2;10;16691;11948;1;0;2;12;5;1
82239;4;3;1;2;1;1;28;22960;12787;3;2;2;12;5;0
57641;3;1;1;5;1;1;2;46791;30503;0;2;3;12;5;0
101239;4;3;1;2;1;1;24;29823;13698;3;0;0;12;5;0
2125;4;2;1;2;0;2;10;27975;32119;2;2;3;11;5;0
19655;3;1;1;5;0;1;24;39821;32119;3;2;1;10;5;0
39849;3;4;1;5;1;3;1;53131;32119;1;2;1;1;5;0
101682;3;3;1;5;0;1;29;641;32118;1;0;3;12;5;1
10759;3;1;0;3;0;7;37;79847;32119;2;2;3;12;5;0
108020;1;1;1;2;0;3;33;5399;32118;3;0;4;12;5;0
33019;3;2;1;5;1;6;35;57616;32119;3;2;4;12;5;0
44682;3;1;1;5;0;1;28;33757;32119;1;2;0;11;5;0
22392;3;1;1;5;1;2;32;51932;32119;3;2;0;1;5;0
94247;3;0;1;3;1;3;8;67245;2665;3;2;1;12;5;0
103473;3;1;1;5;1;5;4;42905;147;1;0;0;12;5;0
80081;2;2;0;3;0;7;17;79847;32119;2;2;3;12;5;0
111143;1;3;0;2;2;7;37;79847;32119;2;2;3;12;5;1
46957;4;2;1;2;1;6;29;18114;32119;3;2;0;12;5;0
58180;3;3;0;5;0;7;10;79847;32119;2;2;3;12;5;1
70606;3;1;1;3;1;2;2;49677;30862;3;2;0;12;5;0
117610;1;1;1;3;0;2;24;78627;32119;3;2;1;1;5;0
30079;3;1;1;3;0;1;3;59022;32119;0;2;1;4;5;0
56293;3;1;1;3;1;1;32;79847;32119;1;2;3;12;5;0
111024;4;3;1;5;0;4;29;28179;16114;0;2;0;12;5;0
102758;3;2;1;5;0;0;31;14046;12128;3;2;0;12;5;0
46878;3;2;1;5;0;3;1;42140;32119;0;2;0;2;5;0
64072;3;0;1;5;0;3;5;67192;32119;1;2;1;6;5;0
9193;4;1;1;5;0;2;28;22747;32119;3;2;2;1;5;0
52715;1;1;1;3;1;7;37;79847;32119;2;2;3;12;5;0
33078;3;1;1;3;0;6;30;27700;32119;3;2;1;0;5;0
38956;1;1;0;2;1;3;17;58154;19844;1;2;4;5;5;0
9672;3;1;1;3;2;2;24;38881;32119;1;2;1;1;5;0
29395;4;1;1;5;1;3;35;53813;32119;3;2;0;6;5;0
61662;3;3;1;3;1;1;28;29653;32119;1;2;1;1;5;0
65253;4;2;1;5;1;1;10;77217;10145;1;2;1;12;5;0
92451;4;3;1;2;0;2;24;5366;13296;1;2;0;12;5;0
49702;4;1;1;2;1;2;3;56031;32119;1;2;1;6;5;0
63694;3;2;1;3;1;0;32;19407;32119;3;2;1;0;5;0
40206;1;3;0;4;0;7;37;79847;32119;2;2;3;12;5;1
54577;3;2;0;3;0;7;17;79847;32119;0;2;3;12;5;0
111571;3;1;1;5;0;1;31;7117;24597;3;2;1;12;5;0
669;1;2;0;5;0;7;37;79847;32119;2;2;3;12;5;1
3701;3;1;0;5;1;7;37;79847;32119;2;2;3;12;5;0
59421;1;2;0;4;0;6;17;9548;32119;3;2;0;9;5;0
98270;4;1;0;3;0;7;37;79847;32119;1;2;3;12;5;0
88154;3;1;1;5;0;2;33;48002;23229;1;2;0;12;5;0
27773;3;1;1;5;1;4;35;65104;32119;1;2;1;3;5;0
29909;3;0;1;5;1;4;6;43381;32119;1;2;1;5;5;0
31420;3;2;1;5;1;3;24;13976;32119;0;2;3;12;5;0
68445;3;2;1;5;0;2;34;19128;32119;1;2;1;12;5;0
3948;3;3;0;5;0;3;10;24927;8080;3;0;0;12;5;0
104324;3;1;1;3;0;4;31;27305;24367;3;2;0;12;5;0
80299;4;1;0;3;1;7;10;79847;32119;2;2;3;12;5;0
56631;4;2;1;2;1;0;30;79847;32119;3;2;1;5;5;0
96644;3;1;1;3;1;3;33;58000;24895;3;2;1;12;5;0
95700;4;3;1;2;1;0;28;38247;22678;3;2;0;12;5;0
58503;3;2;1;5;1;0;32;65134;32119;3;2;0;0;5;0
109737;3;1;1;3;1;3;36;66414;32118;3;2;1;12;5;0
11914;3;2;1;5;0;6;29;70394;32119;3;2;1;9;5;0
27581;3;0;1;5;0;5;6;69484;32119;0;2;0;3;5;0
74817;1;2;0;5;1;7;29;63343;32119;0;2;1;12;5;0
56818;4;0;1;2;0;2;6;69409;32119;1;2;0;6;5;0
80819;1;3;0;3;0;7;37;79847;32119;2;2;3;12;5;0
28613;3;1;1;5;2;1;29;12117;32119;3;2;0;2;5;0
81704;1;3;0;3;1;7;37;79847;32119;2;2;3;12;5;0
44060;3;3;1;3;0;5;29;40359;32119;1;2;0;4;5;0
37179;3;1;1;5;1;3;24;75664;32119;0;2;1;12;5;0
190;1;2;0;5;0;3;29;79847;32119;2;0;3;12;5;0
31686;3;2;1;2;1;1;28;76366;32119;3;2;2;9;5;0
58948;3;0;1;5;1;3;5;66091;32119;1;2;1;12;5;0
101055;4;3;0;5;1;7;37;79847;32119;2;2;3;12;5;1
11071;3;1;1;3;1;7;28;3986;32119;0;2;0;0;5;0
51583;1;2;0;5;0;7;37;79847;32119;2;2;3;12;5;1
41567;3;1;1;2;1;1;35;56081;32119;0;2;1;6;5;0
40465;4;3;1;3;0;1;28;2549;32119;3;2;0;10;5;0
83225;4;1;1;3;1;0;0;31258;25592;3;2;0;12;5;0
68634;3;2;1;5;1;1;34;24743;32118;1;2;1;12;5;0
61664;3;0;1;0;0;1;3;70193;31497;1;2;1;12;5;0
83236;3;3;0;3;1;7;17;79847;32119;2;2;3;12;5;0
48161;3;2;1;3;0;0;30;33927;32119;0;2;0;5;5;0
75524;4;1;0;2;0;7;10;79847;32119;2;2;0;12;5;1
106227;4;3;1;5;1;2;28;395;32118;1;0;3;12;5;0
103469;1;1;0;3;0;1;24;79367;32119;3;0;3;12;5;0
65188;3;1;1;3;0;1;32;57361;32119;3;2;1;2;5;0
99473;3;1;1;3;0;0;0;79847;32119;3;2;3;12;5;0
31617;4;2;1;5;0;6;10;18115;32119;3;2;1;10;5;0
10433;3;1;1;5;0;6;24;23899;32119;3;2;2;9;5;0
44849;4;2;1;2;0;5;29;40869;24031;1;2;1;12;5;0
112236;1;2;0;5;0;1;29;25369;17494;1;0;1;12;5;0
11507;3;2;1;2;0;5;32;15273;32119;0;2;2;3;5;0
102298;3;1;1;3;1;4;33;65846;25081;0;2;1;12;5;0
46742;3;3;1;5;0;7;29;33280;32119;2;2;2;1;5;0
29366;3;1;1;2;0;1;35;72894;32119;1;2;1;6;5;0
71462;4;3;1;5;1;1;24;25910;22637;3;2;0;12;5;0
22812;3;3;1;5;0;1;32;61634;32119;3;2;0;1;5;0
38935;4;1;1;0;0;7;37;79847;32119;2;2;3;12;5;0
64507;1;2;0;5;0;7;37;79847;32119;2;2;3;12;5;1
51816;3;3;1;2;0;2;30;51707;32119;3;2;0;6;5;0
48626;3;3;1;5;0;1;28;32510;32119;3;2;0;9;5;0
40798;1;1;0;0;1;0;33;76565;26061;3;2;1;11;5;0
51607;1;2;0;2;0;1;29;39212;14587;2;0;0;12;5;0
89035;4;0;1;3;1;1;22;79847;32119;0;2;1;12;5;0
61070;1;2;0;3;1;7;37;79847;32119;2;0;3;12;5;0
77063;1;2;0;3;1;7;17;79847;32119;2;2;3;12;5;0
85240;4;1;1;2;0;1;31;79847;32119;1;2;1;12;5;0
63254;3;1;1;5;1;5;1;57558;32119;1;2;1;12;5;0
79597;3;1;1;0;1;5;31;4637;22157;1;2;1;12;5;0
91462;4;0;1;5;1;1;22;79847;32118;3;2;1;12;5;0
110290;4;2;1;2;1;1;31;17546;18380;2;2;0;12;5;0
100331;4;1;0;3;1;1;10;26978;10489;1;0;0;12;5;0
34180;3;3;1;5;0;1;28;70709;32119;3;2;0;10;5;0
15885;3;2;1;3;1;3;28;9704;32119;1;2;1;11;5;0
83738;4;1;1;2;1;1;36;2212;24741;1;2;0;12;5;0
2579;4;1;0;2;1;7;10;79847;32119;2;2;3;12;5;0
52864;3;2;1;3;0;0;30;12085;32119;3;2;1;10;5;0
47875;3;2;1;5;0;3;32;61522;32119;1;2;1;6;5;1
13274;3;1;1;5;0;3;30;38286;32119;1;2;0;5;5;0
114331;4;2;1;3;1;2;34;1258;25898;1;2;0;12;5;0
12486;3;1;1;3;2;1;28;61472;32119;3;2;4;11;5;0
49356;3;2;1;5;0;1;32;37915;32119;0;2;1;4;5;0
14667;3;2;0;5;0;1;10;27986;4648;3;2;0;10;5;0
104072;4;2;1;3;1;1;28;1426;13721;3;2;0;12;5;0
11779;3;2;1;5;1;6;24;79847;32119;3;2;0;9;5;0
7251;3;3;1;5;0;1;28;57421;20329;3;2;0;12;5;0
109641;1;3;0;3;1;2;17;18136;11070;3;0;0;12;5;0
39717;3;1;1;2;0;0;32;68863;32119;3;2;0;5;5;0
57633;3;3;1;5;0;3;29;22263;32119;1;2;0;10;5;0
50600;1;2;0;4;2;7;37;79847;32119;2;2;3;12;5;1
86833;4;2;1;2;0;1;24;21513;17725;3;2;2;12;5;0
63951;4;1;1;0;0;4;30;46884;32119;0;2;2;1;5;0
110234;1;3;0;2;1;3;17;43959;5166;1;2;1;12;5;0
111079;3;1;1;0;1;3;8;63044;236;0;2;1;12;5;0
86374;3;0;1;5;0;1;2;53989;23885;1;2;1;12;5;0
73941;1;2;0;3;0;2;17;7823;4399;3;0;0;12;5;0
113724;3;1;0;3;1;6;24;31229;32119;3;0;3;12;5;0
34140;3;2;1;5;1;1;1;58732;32119;0;2;0;5;5;0
76277;1;2;0;2;1;7;24;79847;32119;2;2;3;12;5;0
118439;1;3;0;2;1;6;17;79847;32118;3;0;4;12;5;1
75220;1;2;0;3;0;7;37;79847;32119;2;2;3;12;5;0
46469;3;2;1;0;0;4;30;8528;32119;1;2;2;11;5;0
53500;1;3;0;2;0;1;10;1149;9882;3;0;0;12;5;1
68690;3;1;1;5;0;0;34;74462;21455;0;2;1;12;5;0
39187;3;3;1;0;0;0;29;7452;32119;3;2;0;0;5;0
64923;4;1;0;2;0;7;17;79847;32119;2;2;3;12;5;0
21701;3;2;1;5;0;3;17;5223;32119;1;2;0;10;5;0
43509;3;2;1;5;1;4;1;44940;32119;0;2;1;5;5;0
72636;1;1;0;3;0;7;37;79847;32119;2;2;3;12;5;0
616;4;0;1;2;0;5;8;79847;32119;1;2;2;12;5;0
64104;4;3;1;2;0;0;28;11324;19751;3;2;1;12;5;0
62705;1;2;0;2;0;5;17;16139;12000;1;0;1;12;5;0
72506;4;1;0;3;1;7;17;79847;32119;2;2;3;12;5;0
78433;3;2;0;3;1;2;17;27843;6231;3;2;0;12;5;0
108238;4;3;1;2;1;3;29;17812;32118;1;0;2;12;5;0
105791;3;1;1;3;0;1;31;44228;26530;3;0;1;12;5;0
7654;3;1;0;5;1;3;36;79847;27365;0;2;0;7;5;0
93670;3;1;1;5;0;0;31;38667;21862;3;2;1;12;5;0
106191;4;0;1;3;0;5;22;65804;32119;1;2;4;12;5;0
12931;4;2;1;2;2;7;37;79847;32119;0;2;4;12;5;0
11425;4;1;1;2;1;1;30;55807;32119;3;2;0;5;5;0
45115;3;1;1;5;1;1;29;40984;32119;3;2;1;5;5;0
77935;2;3;0;2;0;1;17;12284;6321;0;0;1;12;5;0
56518;4;1;1;5;0;1;2;18768;27931;1;2;0;12;5;0
20763;4;1;1;3;1;1;32;69833;32119;3;2;1;4;5;0
79357;4;1;0;3;0;7;17;6845;10263;2;2;0;12;5;0
96588;1;1;1;4;2;3;17;10930;10767;1;2;2;12;5;0
4197;3;1;1;5;1;1;32;60478;32119;1;2;1;3;5;0
56457;4;1;1;5;0;6;3;67173;32119;3;2;0;10;5;0
31557;3;1;1;5;1;7;37;79847;32119;2;2;3;12;5;0
83427;4;3;1;5;0;2;28;34101;22775;1;2;0;12;5;0
51206;1;2;0;4;1;7;37;79847;32119;2;2;3;12;5;1
1037;3;2;1;0;0;2;1;60738;32119;1;2;2;6;5;0
31294;3;1;0;2;0;6;24;79847;32119;3;2;0;12;5;0
97104;2;1;0;3;0;5;37;79847;32119;1;1;4;12;5;0
35762;4;2;1;3;1;4;17;28013;32119;1;2;1;1;5;0
95691;3;1;1;3;1;3;0;52157;29036;1;2;2;12;5;0
115898;3;1;0;5;1;3;10;27572;32119;3;0;0;12;5;0
56621;4;1;1;5;0;7;30;79847;32119;2;2;3;12;5;0
102999;4;1;0;2;1;0;24;17314;11790;3;0;0;12;5;0
18387;3;0;1;5;1;2;14;62006;2705;1;2;1;12;5;0
32372;3;1;1;5;0;1;32;32067;32119;3;2;0;11;5;0
42034;4;2;1;5;1;5;29;31072;12836;1;0;2;12;5;0
1472;1;3;0;0;0;7;37;79847;32119;2;2;3;12;5;1
52005;4;1;1;5;1;1;30;65615;32119;3;2;1;1;5;0
41681;4;1;1;0;0;2;4;47556;32119;1;2;1;6;5;0
15252;4;2;1;2;1;4;35;45702;32119;3;2;2;2;5;0
56545;4;1;1;2;0;0;32;79847;32119;3;2;4;12;5;0
30056;3;1;1;5;0;1;28;35637;32119;1;2;1;11;5;0
49498;3;1;1;2;1;0;17;3592;32119;3;2;1;9;5;0
80683;3;3;0;5;1;0;10;71746;9974;3;0;0;12;5;0
6804;3;2;1;3;0;1;27;31869;11637;0;2;0;9;2;0
86562;1;1;1;3;1;7;29;79847;32119;2;2;1;12;5;0
52502;4;0;1;2;1;4;14;45773;30593;1;2;0;12;5;0
109134;4;3;1;2;0;0;29;67130;15217;3;2;0;12;5;1
30220;3;1;1;5;1;6;3;68345;32119;1;2;1;6;5;0
31393;3;1;1;2;0;3;28;25671;32119;3;0;0;12;5;0
95853;3;1;1;3;1;1;4;64687;29468;3;2;0;12;5;0
22860;4;1;1;2;0;3;4;70125;32119;0;2;1;12;5;0
98290;3;2;0;5;1;1;10;78889;11969;3;0;1;12;5;0
14346;3;1;1;0;0;1;28;23622;32119;3;2;1;11;5;0
66580;4;2;1;3;0;4;28;2928;32119;3;2;0;0;5;0
31281;4;1;1;2;1;1;31;13426;26393;1;2;1;12;5;0
20160;3;1;1;5;1;4;2;28514;32119;1;0;1;12;5;0
55938;4;1;1;3;0;7;32;79847;32119;0;2;2;12;5;0
44309;3;1;1;0;0;5;3;40491;32119;1;2;1;4;5;0
90757;4;1;1;3;0;1;33;43806;32119;3;2;0;12;5;0
73433;1;1;0;3;1;7;37;79847;32119;2;2;3;12;5;0
111334;3;1;1;0;0;3;7;48726;30942;3;2;1;12;5;0
15943;3;1;1;0;0;1;24;42336;32119;0;2;1;2;5;0
48410;3;2;1;5;0;0;4;56711;32119;3;2;4;5;5;0
52202;3;3;1;5;0;1;24;28612;32119;3;2;0;1;5;0
20568;4;1;1;2;1;3;37;67728;32119;1;2;1;5;5;0
75212;1;2;0;3;1;7;37;79847;32119;2;2;3;12;5;0
48712;3;1;1;5;1;0;35;49273;32119;3;2;1;4;5;0
115216;1;2;1;2;1;2;29;32041;16230;1;0;2;12;5;1
119202;3;3;0;5;0;0;17;16309;12510;3;0;0;12;5;1
66142;1;3;0;2;0;7;37;79847;32119;2;2;3;12;5;1
33674;3;2;1;5;0;7;37;79847;32119;2;2;3;12;5;0
54192;1;1;0;3;0;2;33;79847;32119;1;2;3;12;5;0
4157;3;2;1;3;0;2;29;6449;32119;0;2;2;9;5;0
38166;2;3;0;5;0;3;17;56355;9358;1;2;1;5;5;1
32809;3;0;1;5;0;0;3;59713;32119;3;2;1;11;5;0
92406;1;1;0;3;1;7;37;79847;32119;2;2;3;12;5;0
117301;1;2;1;2;0;1;31;79264;20438;1;0;4;12;5;0
10873;3;2;1;5;1;2;24;21175;32119;1;2;0;0;5;0
32351;3;2;1;3;0;3;24;79847;32119;1;2;0;1;5;0
82440;3;0;1;0;1;0;8;48737;1884;0;2;0;12;5;0
41937;1;3;1;2;1;3;17;7388;32119;0;2;1;9;5;0
115280;3;1;0;3;0;2;24;8319;12261;3;0;1;12;5;0
104312;4;3;1;5;0;1;29;39001;21516;1;0;0;12;5;0
30820;1;3;0;2;0;7;37;79847;32119;2;2;3;12;5;1
118228;4;1;1;5;1;0;17;25246;14601;3;2;1;12;5;0
43467;3;2;1;5;0;1;28;34313;32119;1;2;0;9;5;0
1579;3;1;1;2;1;3;4;35647;32119;1;2;0;3;5;0
104902;4;3;1;2;1;1;28;27779;9871;1;0;2;12;5;0
42049;3;1;1;3;0;1;30;21137;32119;0;2;1;1;5;0
63604;3;1;1;0;1;5;4;27680;32119;1;2;2;3;5;1
32995;3;1;1;2;1;2;32;79847;32119;1;2;1;6;5;0
40026;1;1;0;2;0;7;17;79847;32119;2;2;0;12;5;0
11359;3;1;1;5;1;0;35;46403;32119;3;2;1;3;5;0
1226;3;1;1;5;0;4;32;14489;32119;3;2;1;2;5;0
590;3;1;1;5;1;3;4;69010;32119;0;2;1;6;5;0
96975;1;1;0;3;1;7;37;79847;32119;2;2;3;12;5;0
13845;3;2;1;5;1;3;28;2358;32119;1;2;0;0;5;0
58652;3;1;1;5;0;1;37;47372;32119;3;2;0;1;5;0
79051;4;1;0;3;0;7;10;79847;32119;2;2;3;12;5;0
115892;2;1;0;3;1;7;37;79847;32119;2;2;3;12;5;0
119016;4;3;1;3;1;3;29;22473;11714;1;0;0;12;5;0
77657;3;2;0;5;1;0;24;10713;32119;3;2;0;12;5;0
117216;3;1;1;5;0;6;36;31701;25377;3;2;4;12;5;0
5982;3;2;1;2;0;2;33;29541;24895;1;2;4;12;5;0
32325;3;2;1;2;1;1;32;33817;32119;3;2;0;2;5;0
81636;3;1;1;5;1;3;3;29975;28841;1;2;1;12;5;0
19313;3;2;1;5;1;6;24;2117;32119;3;2;1;12;5;1
85826;3;1;1;3;1;7;33;52787;32119;3;2;1;12;5;0
23352;3;1;1;3;1;3;30;12640;32119;1;2;2;0;5;0
1152;4;0;1;2;0;5;22;79847;32119;1;2;1;12;5;0
43607;1;3;1;2;1;1;24;3186;32119;3;2;0;10;5;0
114290;3;1;1;5;0;3;3;4925;18117;0;0;2;12;5;0
63987;3;1;1;5;1;1;37;79847;32119;3;2;1;12;5;0
66933;1;2;0;2;1;2;17;1524;5080;3;2;2;12;5;0
8428;4;1;1;2;1;7;37;79847;32119;2;2;3;12;5;0
45930;3;1;1;5;0;1;29;4976;32119;1;2;0;11;5;0
87678;1;1;1;2;0;2;28;14140;8320;1;2;4;12;5;0
114498;1;1;1;2;0;1;35;43818;32119;1;2;1;2;5;0
42015;3;2;1;3;0;1;30;1291;32119;3;2;0;0;5;0
93022;3;3;1;3;1;7;31;68646;18318;3;2;0;12;5;0
102314;4;2;1;2;0;1;10;16152;6717;1;2;1;12;5;0
114292;1;2;0;5;0;2;10;32620;16598;3;0;0;12;5;0
118071;1;3;0;2;0;1;10;79847;6912;3;0;2;12;5;1
93554;3;2;1;5;0;0;0;25933;32119;3;2;0;12;5;0
86225;3;3;0;3;0;7;37;79847;32119;2;2;3;12;5;0
71579;3;3;1;3;1;1;28;29432;12508;3;2;0;12;5;0
11626;3;2;1;5;0;5;28;48894;32119;1;2;0;5;5;0
94134;4;1;0;2;1;0;10;78867;12809;3;2;0;12;5;1
100335;3;1;1;3;1;2;34;43400;27621;1;0;0;12;5;0
78276;3;2;0;5;0;0;17;61926;13281;3;0;2;12;5;0
16610;3;2;1;5;0;2;10;78463;32119;3;2;0;11;5;0
114335;3;2;1;5;1;1;31;31810;23467;1;0;4;12;5;0
74077;1;3;0;3;1;7;17;79847;4485;2;0;3;12;5;0
29073;3;1;1;5;0;6;32;14984;32119;3;2;0;9;5;0
90293;4;1;0;3;1;2;24;9563;16817;0;0;1;12;5;0
35888;4;1;1;2;1;3;30;59752;32119;0;2;0;5;5;0
82530;4;1;1;2;1;7;29;7135;20763;1;2;2;12;5;0
33707;3;1;1;5;1;1;32;53220;32119;3;2;0;3;5;0
79034;4;2;1;2;0;5;31;30300;18181;1;2;1;12;5;0
18097;3;2;1;5;0;3;17;9392;32119;1;2;2;11;5;0
79007;1;2;0;3;0;7;37;79847;32119;2;2;3;12;5;0
105098;4;1;1;3;1;7;37;79847;32119;2;2;3;12;5;0
12724;3;2;1;5;1;7;37;79847;32119;2;2;3;12;5;0
103132;4;2;1;3;0;2;17;13263;6711;0;2;2;12;5;0
31855;3;1;1;3;0;5;30;79847;32119;2;2;3;12;5;0
31840;4;1;1;2;0;2;29;24152;32119;1;2;0;11;5;0
106076;3;1;0;3;0;3;31;69218;24263;1;0;1;12;5;0
66636;1;3;0;2;0;7;37;79847;32119;2;2;3;12;5;1
80407;4;1;0;2;0;1;17;18989;12731;3;0;0;12;5;0
3611;4;0;1;5;0;0;5;74862;32119;0;2;1;12;5;0
54184;1;1;0;2;0;7;37;79847;32119;1;2;3;12;5;0
56857;4;0;1;5;1;2;6;67966;32119;1;2;1;12;5;0
43121;3;1;1;5;1;0;32;59225;32119;3;2;1;5;5;0
33917;3;1;1;0;0;0;37;56186;32119;0;2;0;10;5;0
29609;3;1;1;2;0;6;17;30885;32119;3;2;4;10;5;1
105174;3;1;1;3;0;1;0;79847;32119;3;0;3;12;5;0
80445;2;1;0;3;0;1;37;1553;32119;3;0;0;12;5;0
9420;3;1;1;5;1;1;28;78414;32119;3;2;2;11;5;0
94777;3;1;1;3;1;4;3;72311;32118;1;2;1;12;5;0
9138;4;1;1;3;1;3;4;22851;32119;1;2;4;2;5;0
77880;1;1;0;3;1;7;28;79847;32119;2;2;3;12;5;0
33060;1;1;0;3;0;2;24;79847;32119;3;2;0;12;5;0
49341;3;1;1;5;1;4;30;47767;32119;1;2;1;3;5;0
66818;1;2;0;3;0;2;17;2157;10833;1;2;0;12;5;0
73833;1;2;0;3;0;0;17;79847;32119;2;0;2;12;5;0
50137;4;3;1;2;0;0;24;8187;32119;3;2;4;10;5;1
119955;2;2;0;3;1;7;37;79847;32119;2;2;3;12;5;0
113160;1;2;0;3;0;7;37;79847;32119;2;2;3;12;5;0
100396;3;2;0;5;0;1;17;79847;10399;0;0;3;12;5;1
53361;3;1;1;5;0;5;4;55745;32119;1;2;1;5;5;0
12714;3;1;0;5;1;2;24;79847;11952;3;2;0;0;5;0
109475;1;3;0;3;0;7;17;79847;12521;2;0;1;12;5;0
18247;3;1;1;0;0;1;28;13645;32119;3;2;1;1;5;0
95586;4;1;1;5;0;1;36;64812;27497;1;2;0;12;5;0
63719;3;3;1;5;1;2;29;22121;21577;1;2;1;12;5;0
70786;1;2;0;3;1;7;37;79847;32119;2;2;3;12;5;0
108532;1;2;0;3;1;2;24;67693;32118;3;0;1;12;5;0
54308;3;2;1;5;0;3;32;71904;32119;1;2;1;6;5;0
64865;4;2;1;5;1;3;17;19135;16150;0;2;1;12;5;0
11321;3;1;1;3;0;2;28;19672;32119;3;2;1;9;5;0
87888;4;3;1;0;1;2;28;40029;21229;1;2;0;12;5;0
86575;1;3;0;3;1;1;10;4329;7804;3;2;0;12;5;0
13742;4;2;1;3;1;6;10;21484;32119;3;2;1;9;5;0
102978;4;1;0;3;1;7;17;7029;32118;2;0;3;12;5;0
106584;4;3;1;5;0;0;28;6179;13468;3;2;2;12;5;0
89188;4;1;1;4;0;3;2;54762;28377;1;2;1;12;5;0
53447;3;1;1;5;0;1;5;79847;32119;1;2;1;12;5;0
40156;2;3;0;2;0;1;17;79847;6590;3;2;0;12;5;0
12757;3;1;1;3;2;1;28;3362;32119;3;2;1;10;5;0
29463;3;1;1;5;0;3;3;66558;32119;1;2;1;5;5;0
27021;3;0;1;5;0;1;32;14092;32119;3;2;1;0;5;0
103511;3;1;1;5;0;5;2;45322;29809;3;2;1;12;5;0
29636;3;4;1;2;0;6;3;56358;32119;3;2;1;6;5;0
28829;3;1;1;0;0;6;29;51176;32119;1;2;1;4;5;0
26091;3;1;1;5;0;5;29;53617;32119;1;2;1;6;5;0
22309;3;1;1;5;0;1;28;16285;32119;3;2;2;11;5;0
13912;3;2;1;5;1;1;28;20365;32119;3;2;1;10;5;0
55224;4;2;1;2;1;1;17;26053;32119;0;2;1;9;5;1
67831;4;3;0;2;1;7;37;79847;32119;2;2;3;12;5;1
4877;4;3;1;2;0;3;30;22671;32119;1;2;0;1;5;0
103090;1;2;0;3;1;5;37;41033;32119;3;2;3;12;5;0
33681;3;2;1;2;0;4;28;79847;32119;3;2;0;11;5;0
